tissue,annotation_level,celltype,marker
Motor Cortex,cluster,FEZF2+ LPO+ Layer 5-6 Glutamatergic Neuron,ALCAM
Motor Cortex,cluster,FEZF2+ LPO+ Layer 5-6 Glutamatergic Neuron,PCED1B
Motor Cortex,cluster,FEZF2+ LPO+ Layer 5-6 Glutamatergic Neuron,LPO
Motor Cortex,cluster,FEZF2+ LPO+ Layer 5-6 Glutamatergic Neuron,MYHAS
Motor Cortex,cluster,FEZF2+ LPO+ Layer 5-6 Glutamatergic Neuron,FER1L6-AS2
Motor Cortex,cluster,FEZF2+ LPO+ Layer 5-6 Glutamatergic Neuron,FEZF2
Motor Cortex,cluster,FEZF2+ LPO+ Layer 5-6 Glutamatergic Neuron,LINC01105
Motor Cortex,cluster,FEZF2+ OR1L8+ Layer 5-6 Glutamatergic Neuron,KIAA1217
Motor Cortex,cluster,FEZF2+ OR1L8+ Layer 5-6 Glutamatergic Neuron,MCTP2
Motor Cortex,cluster,FEZF2+ OR1L8+ Layer 5-6 Glutamatergic Neuron,KCNC2
Motor Cortex,cluster,FEZF2+ OR1L8+ Layer 5-6 Glutamatergic Neuron,OR1L8
Motor Cortex,cluster,FEZF2+ OR1L8+ Layer 5-6 Glutamatergic Neuron,CTNND2
Motor Cortex,cluster,FEZF2+ OR1L8+ Layer 5-6 Glutamatergic Neuron,RBM20
Motor Cortex,cluster,FEZF2+ OR1L8+ Layer 5-6 Glutamatergic Neuron,FEZF2
Motor Cortex,cluster,FEZF2+ OR1L8+ Layer 5-6 Glutamatergic Neuron,PLXDC2
Motor Cortex,cluster,FEZF2+ OR1L8+ Layer 5-6 Glutamatergic Neuron,SULF1
Motor Cortex,cluster,FEZF2+ SH2D1B+ Layer 5-6 Glutamatergic Neuron,DDR2
Motor Cortex,cluster,FEZF2+ SH2D1B+ Layer 5-6 Glutamatergic Neuron,DDX3Y
Motor Cortex,cluster,FEZF2+ SH2D1B+ Layer 5-6 Glutamatergic Neuron,NLGN4Y
Motor Cortex,cluster,FEZF2+ SH2D1B+ Layer 5-6 Glutamatergic Neuron,SEMA5A
Motor Cortex,cluster,FEZF2+ SH2D1B+ Layer 5-6 Glutamatergic Neuron,USP9Y
Motor Cortex,cluster,FEZF2+ SH2D1B+ Layer 5-6 Glutamatergic Neuron,SH2D1B
Motor Cortex,cluster,FEZF2+ SH2D1B+ Layer 5-6 Glutamatergic Neuron,DCHS2
Motor Cortex,cluster,FEZF2+ SH2D1B+ Layer 5-6 Glutamatergic Neuron,PRKY
Motor Cortex,cluster,FEZF2+ SH2D1B+ Layer 5-6 Glutamatergic Neuron,FEZF2
Motor Cortex,cluster,THEMIS+ SMYD1+ Layer 5-6 Glutamatergic Neuron,NTNG2
Motor Cortex,cluster,THEMIS+ SMYD1+ Layer 5-6 Glutamatergic Neuron,SEMA6D
Motor Cortex,cluster,THEMIS+ SMYD1+ Layer 5-6 Glutamatergic Neuron,ABCC3
Motor Cortex,cluster,THEMIS+ SMYD1+ Layer 5-6 Glutamatergic Neuron,KCNMB2
Motor Cortex,cluster,THEMIS+ SMYD1+ Layer 5-6 Glutamatergic Neuron,TSHZ2
Motor Cortex,cluster,THEMIS+ SMYD1+ Layer 5-6 Glutamatergic Neuron,THEMIS
Motor Cortex,cluster,THEMIS+ SMYD1+ Layer 5-6 Glutamatergic Neuron,EDIL3
Motor Cortex,cluster,THEMIS+ SMYD1+ Layer 5-6 Glutamatergic Neuron,GAS2L3
Motor Cortex,cluster,THEMIS+ SMYD1+ Layer 5-6 Glutamatergic Neuron,SMYD1
Motor Cortex,cluster,THEMIS+ TNFAIP6+ Layer 5-6 Glutamatergic Neuron,TSHZ2
Motor Cortex,cluster,THEMIS+ TNFAIP6+ Layer 5-6 Glutamatergic Neuron,CDH12
Motor Cortex,cluster,THEMIS+ TNFAIP6+ Layer 5-6 Glutamatergic Neuron,TNFAIP6
Motor Cortex,cluster,THEMIS+ TNFAIP6+ Layer 5-6 Glutamatergic Neuron,MKX
Motor Cortex,cluster,THEMIS+ TNFAIP6+ Layer 5-6 Glutamatergic Neuron,SPOCK1
Motor Cortex,cluster,THEMIS+ TNFAIP6+ Layer 5-6 Glutamatergic Neuron,RXFP1
Motor Cortex,cluster,THEMIS+ TNFAIP6+ Layer 5-6 Glutamatergic Neuron,CDH9
Motor Cortex,cluster,THEMIS+ TNFAIP6+ Layer 5-6 Glutamatergic Neuron,HS3ST2
Motor Cortex,cluster,THEMIS+ TNFAIP6+ Layer 5-6 Glutamatergic Neuron,KCTD16
Motor Cortex,cluster,FEZF2+ FFAR4+ Layer 6 Glutamatergic Neuron,CTGF
Motor Cortex,cluster,FEZF2+ FFAR4+ Layer 6 Glutamatergic Neuron,FFAR4
Motor Cortex,cluster,FEZF2+ FFAR4+ Layer 6 Glutamatergic Neuron,OLFML2B
Motor Cortex,cluster,FEZF2+ FFAR4+ Layer 6 Glutamatergic Neuron,FER1L6-AS2
Motor Cortex,cluster,FEZF2+ FFAR4+ Layer 6 Glutamatergic Neuron,FEZF2
Motor Cortex,cluster,FEZF2+ KLK7+ Layer 6 Glutamatergic Neuron,SDK1
Motor Cortex,cluster,FEZF2+ KLK7+ Layer 6 Glutamatergic Neuron,MCTP2
Motor Cortex,cluster,FEZF2+ KLK7+ Layer 6 Glutamatergic Neuron,ZFHX3
Motor Cortex,cluster,FEZF2+ KLK7+ Layer 6 Glutamatergic Neuron,SEMA3D
Motor Cortex,cluster,FEZF2+ KLK7+ Layer 6 Glutamatergic Neuron,CHN2
Motor Cortex,cluster,FEZF2+ KLK7+ Layer 6 Glutamatergic Neuron,COL24A1
Motor Cortex,cluster,FEZF2+ KLK7+ Layer 6 Glutamatergic Neuron,FEZF2
Motor Cortex,cluster,FEZF2+ KLK7+ Layer 6 Glutamatergic Neuron,ASIC2
Motor Cortex,cluster,FEZF2+ KLK7+ Layer 6 Glutamatergic Neuron,KLK7
Motor Cortex,cluster,FEZF2+ PDYN+ Layer 6 Glutamatergic Neuron,SYT6
Motor Cortex,cluster,FEZF2+ PDYN+ Layer 6 Glutamatergic Neuron,ADGRF2
Motor Cortex,cluster,FEZF2+ PDYN+ Layer 6 Glutamatergic Neuron,CABP7
Motor Cortex,cluster,FEZF2+ PDYN+ Layer 6 Glutamatergic Neuron,SEMA3D
Motor Cortex,cluster,FEZF2+ PDYN+ Layer 6 Glutamatergic Neuron,ERG
Motor Cortex,cluster,FEZF2+ PDYN+ Layer 6 Glutamatergic Neuron,FEZF2
Motor Cortex,cluster,FEZF2+ PDYN+ Layer 6 Glutamatergic Neuron,PDYN
Motor Cortex,cluster,FEZF2+ POGK+ Layer 6 Glutamatergic Neuron,CHRM2
Motor Cortex,cluster,FEZF2+ POGK+ Layer 6 Glutamatergic Neuron,NPFFR2
Motor Cortex,cluster,FEZF2+ POGK+ Layer 6 Glutamatergic Neuron,SEMA3D
Motor Cortex,cluster,FEZF2+ POGK+ Layer 6 Glutamatergic Neuron,MGAT4C
Motor Cortex,cluster,FEZF2+ POGK+ Layer 6 Glutamatergic Neuron,POGK
Motor Cortex,cluster,FEZF2+ POGK+ Layer 6 Glutamatergic Neuron,CDC14A
Motor Cortex,cluster,FEZF2+ POGK+ Layer 6 Glutamatergic Neuron,KCNK2
Motor Cortex,cluster,FEZF2+ POGK+ Layer 6 Glutamatergic Neuron,FEZF2
Motor Cortex,cluster,FEZF2+ POGK+ Layer 6 Glutamatergic Neuron,PLCXD3
Motor Cortex,cluster,FEZF2+ PROKR2+ Layer 6 Glutamatergic Neuron,CTGF
Motor Cortex,cluster,FEZF2+ PROKR2+ Layer 6 Glutamatergic Neuron,PROKR2
Motor Cortex,cluster,FEZF2+ PROKR2+ Layer 6 Glutamatergic Neuron,VCAN
Motor Cortex,cluster,FEZF2+ PROKR2+ Layer 6 Glutamatergic Neuron,ADD3-AS1
Motor Cortex,cluster,FEZF2+ PROKR2+ Layer 6 Glutamatergic Neuron,FEZF2
Motor Cortex,cluster,THEMIS+ LINC00343+ Layer 6 Glutamatergic Neuron,SEMA3A
Motor Cortex,cluster,THEMIS+ LINC00343+ Layer 6 Glutamatergic Neuron,TRPM3
Motor Cortex,cluster,THEMIS+ LINC00343+ Layer 6 Glutamatergic Neuron,ADAMTS3
Motor Cortex,cluster,THEMIS+ LINC00343+ Layer 6 Glutamatergic Neuron,LINC00343
Motor Cortex,cluster,THEMIS+ LINC00343+ Layer 6 Glutamatergic Neuron,ANKRD30B
Motor Cortex,cluster,THEMIS+ LINC00343+ Layer 6 Glutamatergic Neuron,DCHS2
Motor Cortex,cluster,THEMIS+ LINC00343+ Layer 6 Glutamatergic Neuron,SEC24D
Motor Cortex,cluster,THEMIS+ LINC00343+ Layer 6 Glutamatergic Neuron,GULP1
Motor Cortex,cluster,THEMIS+ LINC00343+ Layer 6 Glutamatergic Neuron,ROBO1
Motor Cortex,cluster,THEMIS+ SLN+ Layer 6 Glutamatergic Neuron,FRMD6
Motor Cortex,cluster,THEMIS+ SLN+ Layer 6 Glutamatergic Neuron,LINCR-0002
Motor Cortex,cluster,THEMIS+ SLN+ Layer 6 Glutamatergic Neuron,SLN
Motor Cortex,cluster,THEMIS+ SLN+ Layer 6 Glutamatergic Neuron,ARHGEF28
Motor Cortex,cluster,THEMIS+ SLN+ Layer 6 Glutamatergic Neuron,GBE1
Motor Cortex,cluster,THEMIS+ SLN+ Layer 6 Glutamatergic Neuron,LINC01378
Motor Cortex,cluster,THEMIS+ SLN+ Layer 6 Glutamatergic Neuron,PDE7B
Motor Cortex,cluster,THEMIS+ SLN+ Layer 6 Glutamatergic Neuron,C8ORF34
Motor Cortex,cluster,THEMIS+ SLN+ Layer 6 Glutamatergic Neuron,GRIA4
Motor Cortex,cluster,THEMIS+ SNTG2+ Layer 6 Glutamatergic Neuron,ADAMTS3
Motor Cortex,cluster,THEMIS+ SNTG2+ Layer 6 Glutamatergic Neuron,TENM4
Motor Cortex,cluster,THEMIS+ SNTG2+ Layer 6 Glutamatergic Neuron,SNTG2
Motor Cortex,cluster,THEMIS+ SNTG2+ Layer 6 Glutamatergic Neuron,CLSTN2
Motor Cortex,cluster,THEMIS+ SNTG2+ Layer 6 Glutamatergic Neuron,DCHS2
Motor Cortex,cluster,THEMIS+ SNTG2+ Layer 6 Glutamatergic Neuron,CNTN5
Motor Cortex,cluster,THEMIS+ SNTG2+ Layer 6 Glutamatergic Neuron,THSD7B
Motor Cortex,cluster,THEMIS+ SNTG2+ Layer 6 Glutamatergic Neuron,EDIL3
Motor Cortex,cluster,THEMIS+ SNTG2+ Layer 6 Glutamatergic Neuron,LY86-AS1
Motor Cortex,cluster,LAMP5+ BMP2+ Layer 1 GABAergic Neuron,LAMP5
Motor Cortex,cluster,LAMP5+ BMP2+ Layer 1 GABAergic Neuron,RBFOX1
Motor Cortex,cluster,LAMP5+ BMP2+ Layer 1 GABAergic Neuron,RELN
Motor Cortex,cluster,LAMP5+ BMP2+ Layer 1 GABAergic Neuron,BMP2
Motor Cortex,cluster,LAMP5+ BMP2+ Layer 1 GABAergic Neuron,NPNT
Motor Cortex,cluster,LAMP5+ BMP2+ Layer 1 GABAergic Neuron,SYT1
Motor Cortex,cluster,LAMP5+ BMP2+ Layer 1 GABAergic Neuron,CXCL14
Motor Cortex,cluster,LAMP5+ BMP2+ Layer 1 GABAergic Neuron,ALK
Motor Cortex,cluster,LAMP5+ BMP2+ Layer 1 GABAergic Neuron,PBX1
Motor Cortex,cluster,LAMP5+ NMBR+ Layer 1 GABAergic Neuron,EPHA6
Motor Cortex,cluster,LAMP5+ NMBR+ Layer 1 GABAergic Neuron,MAGI2
Motor Cortex,cluster,LAMP5+ NMBR+ Layer 1 GABAergic Neuron,LAMP5
Motor Cortex,cluster,LAMP5+ NMBR+ Layer 1 GABAergic Neuron,PRELID2
Motor Cortex,cluster,LAMP5+ NMBR+ Layer 1 GABAergic Neuron,NPNT
Motor Cortex,cluster,LAMP5+ NMBR+ Layer 1 GABAergic Neuron,PDE4B
Motor Cortex,cluster,LAMP5+ NMBR+ Layer 1 GABAergic Neuron,NMBR
Motor Cortex,cluster,LAMP5+ NMBR+ Layer 1 GABAergic Neuron,CXCL14
Motor Cortex,cluster,LAMP5+ NMBR+ Layer 1 GABAergic Neuron,PCDH18
Motor Cortex,cluster,LAMP5+ PVRL2+ Layer 1 GABAergic Neuron,UNC13C
Motor Cortex,cluster,LAMP5+ PVRL2+ Layer 1 GABAergic Neuron,LAMP5
Motor Cortex,cluster,LAMP5+ PVRL2+ Layer 1 GABAergic Neuron,TMEM132D
Motor Cortex,cluster,LAMP5+ PVRL2+ Layer 1 GABAergic Neuron,RELN
Motor Cortex,cluster,LAMP5+ PVRL2+ Layer 1 GABAergic Neuron,KIT
Motor Cortex,cluster,LAMP5+ PVRL2+ Layer 1 GABAergic Neuron,CLSTN2
Motor Cortex,cluster,LAMP5+ PVRL2+ Layer 1 GABAergic Neuron,PCDH9
Motor Cortex,cluster,LAMP5+ PVRL2+ Layer 1 GABAergic Neuron,MYH11
Motor Cortex,cluster,LAMP5+ PVRL2+ Layer 1 GABAergic Neuron,PVRL2
Motor Cortex,cluster,LAMP5+ RAB11FIP1+ Layer 1 GABAergic Neuron,LAMP5
Motor Cortex,cluster,LAMP5+ RAB11FIP1+ Layer 1 GABAergic Neuron,KIRREL
Motor Cortex,cluster,LAMP5+ RAB11FIP1+ Layer 1 GABAergic Neuron,RAB11FIP1
Motor Cortex,cluster,LAMP5+ RAB11FIP1+ Layer 1 GABAergic Neuron,RELN
Motor Cortex,cluster,LAMP5+ RAB11FIP1+ Layer 1 GABAergic Neuron,KIT
Motor Cortex,cluster,LAMP5+ RAB11FIP1+ Layer 1 GABAergic Neuron,CDH11
Motor Cortex,cluster,LAMP5+ RAB11FIP1+ Layer 1 GABAergic Neuron,CACNA2D1
Motor Cortex,cluster,LAMP5+ RAB11FIP1+ Layer 1 GABAergic Neuron,ADAMTS20
Motor Cortex,cluster,LAMP5+ RAB11FIP1+ Layer 1 GABAergic Neuron,CDH9
Motor Cortex,cluster,PAX6+ CHRFAM7A+ Layer 1 GABAergic Neuron,CNTNAP4
Motor Cortex,cluster,PAX6+ CHRFAM7A+ Layer 1 GABAergic Neuron,NR2F2-AS1
Motor Cortex,cluster,PAX6+ CHRFAM7A+ Layer 1 GABAergic Neuron,LIMCH1
Motor Cortex,cluster,PAX6+ CHRFAM7A+ Layer 1 GABAergic Neuron,ZMAT4
Motor Cortex,cluster,PAX6+ CHRFAM7A+ Layer 1 GABAergic Neuron,NDNF
Motor Cortex,cluster,PAX6+ CHRFAM7A+ Layer 1 GABAergic Neuron,CHRFAM7A
Motor Cortex,cluster,PAX6+ CHRFAM7A+ Layer 1 GABAergic Neuron,PAX6
Motor Cortex,cluster,PAX6+ CHRFAM7A+ Layer 1 GABAergic Neuron,CXCL14
Motor Cortex,cluster,PAX6+ CHRFAM7A+ Layer 1 GABAergic Neuron,FSTL5
Motor Cortex,cluster,PAX6+ MIR101-1+ Layer 1 GABAergic Neuron,SPHKAP
Motor Cortex,cluster,PAX6+ MIR101-1+ Layer 1 GABAergic Neuron,CDH23
Motor Cortex,cluster,PAX6+ MIR101-1+ Layer 1 GABAergic Neuron,MIR101-1
Motor Cortex,cluster,PAX6+ MIR101-1+ Layer 1 GABAergic Neuron,GPC3
Motor Cortex,cluster,PAX6+ MIR101-1+ Layer 1 GABAergic Neuron,ZNF804A
Motor Cortex,cluster,PAX6+ MIR101-1+ Layer 1 GABAergic Neuron,PAX6
Motor Cortex,cluster,PAX6+ MIR101-1+ Layer 1 GABAergic Neuron,SP8
Motor Cortex,cluster,PAX6+ MIR101-1+ Layer 1 GABAergic Neuron,PDZRN4
Motor Cortex,cluster,PAX6+ MIR101-1+ Layer 1 GABAergic Neuron,ALK
Motor Cortex,cluster,PVALB+ SST ASIC4+ Layer 1 GABAergic Neuron,EFEMP1
Motor Cortex,cluster,PVALB+ SST ASIC4+ Layer 1 GABAergic Neuron,SST
Motor Cortex,cluster,PVALB+ SST ASIC4+ Layer 1 GABAergic Neuron,NDNF
Motor Cortex,cluster,PVALB+ SST ASIC4+ Layer 1 GABAergic Neuron,RXRG
Motor Cortex,cluster,PVALB+ SST ASIC4+ Layer 1 GABAergic Neuron,ASIC4
Motor Cortex,cluster,PVALB+ SST ASIC4+ Layer 1 GABAergic Neuron,PVALB
Motor Cortex,cluster,SST+ DEFB108B+ Layer 1 GABAergic Neuron,SST
Motor Cortex,cluster,SST+ DEFB108B+ Layer 1 GABAergic Neuron,SYNPR
Motor Cortex,cluster,SST+ DEFB108B+ Layer 1 GABAergic Neuron,CPE
Motor Cortex,cluster,SST+ DEFB108B+ Layer 1 GABAergic Neuron,SLC10A4
Motor Cortex,cluster,SST+ DEFB108B+ Layer 1 GABAergic Neuron,SYT10
Motor Cortex,cluster,SST+ DEFB108B+ Layer 1 GABAergic Neuron,NR2F2
Motor Cortex,cluster,SST+ DEFB108B+ Layer 1 GABAergic Neuron,THSD7A
Motor Cortex,cluster,SST+ DEFB108B+ Layer 1 GABAergic Neuron,ARPP21
Motor Cortex,cluster,SST+ DEFB108B+ Layer 1 GABAergic Neuron,DEFB108B
Motor Cortex,cluster,SST+ P4HA3+ Layer 1 GABAergic Neuron,SST
Motor Cortex,cluster,SST+ P4HA3+ Layer 1 GABAergic Neuron,P4HA3
Motor Cortex,cluster,SST+ P4HA3+ Layer 1 GABAergic Neuron,ADAM33
Motor Cortex,cluster,SST+ P4HA3+ Layer 1 GABAergic Neuron,NDNF
Motor Cortex,cluster,SST+ P4HA3+ Layer 1 GABAergic Neuron,RXRG
Motor Cortex,cluster,VIP+ KLHDC8B+ Layer 1 GABAergic Neuron,CHRNA2
Motor Cortex,cluster,VIP+ KLHDC8B+ Layer 1 GABAergic Neuron,TRPC7
Motor Cortex,cluster,VIP+ KLHDC8B+ Layer 1 GABAergic Neuron,KLHDC8B
Motor Cortex,cluster,VIP+ KLHDC8B+ Layer 1 GABAergic Neuron,PROX1-AS1
Motor Cortex,cluster,VIP+ KLHDC8B+ Layer 1 GABAergic Neuron,ADAM12
Motor Cortex,cluster,VIP+ KLHDC8B+ Layer 1 GABAergic Neuron,NDNF
Motor Cortex,cluster,VIP+ KLHDC8B+ Layer 1 GABAergic Neuron,GPC6
Motor Cortex,cluster,VIP+ KLHDC8B+ Layer 1 GABAergic Neuron,CNTN5
Motor Cortex,cluster,VIP+ KLHDC8B+ Layer 1 GABAergic Neuron,ST6GALNAC5
Motor Cortex,cluster,PVALB+ CDK20+ Layer 1-2 GABAergic Neuron,FGD5
Motor Cortex,cluster,PVALB+ CDK20+ Layer 1-2 GABAergic Neuron,NRP2
Motor Cortex,cluster,PVALB+ CDK20+ Layer 1-2 GABAergic Neuron,KCNT2
Motor Cortex,cluster,PVALB+ CDK20+ Layer 1-2 GABAergic Neuron,CDK20
Motor Cortex,cluster,PVALB+ CDK20+ Layer 1-2 GABAergic Neuron,NDST4
Motor Cortex,cluster,PVALB+ CDK20+ Layer 1-2 GABAergic Neuron,SYT10
Motor Cortex,cluster,PVALB+ CDK20+ Layer 1-2 GABAergic Neuron,MYO5B
Motor Cortex,cluster,PVALB+ CDK20+ Layer 1-2 GABAergic Neuron,SYTL5
Motor Cortex,cluster,PVALB+ CDK20+ Layer 1-2 GABAergic Neuron,PVALB
Motor Cortex,cluster,SST+ CCNJL+ Layer 1-2 GABAergic Neuron,CCNJL
Motor Cortex,cluster,SST+ CCNJL+ Layer 1-2 GABAergic Neuron,CMTM8
Motor Cortex,cluster,SST+ CCNJL+ Layer 1-2 GABAergic Neuron,SST
Motor Cortex,cluster,SST+ CCNJL+ Layer 1-2 GABAergic Neuron,ALCAM
Motor Cortex,cluster,SST+ CCNJL+ Layer 1-2 GABAergic Neuron,ERBB4
Motor Cortex,cluster,SST+ CCNJL+ Layer 1-2 GABAergic Neuron,TMEM132C
Motor Cortex,cluster,SST+ CCNJL+ Layer 1-2 GABAergic Neuron,MYO5B
Motor Cortex,cluster,SST+ CCNJL+ Layer 1-2 GABAergic Neuron,DKK2
Motor Cortex,cluster,SST+ CCNJL+ Layer 1-2 GABAergic Neuron,ALK
Motor Cortex,cluster,SST+ CLIC6+ Layer 1-2 GABAergic Neuron,CMTM8
Motor Cortex,cluster,SST+ CLIC6+ Layer 1-2 GABAergic Neuron,CLIC6
Motor Cortex,cluster,SST+ CLIC6+ Layer 1-2 GABAergic Neuron,NKAIN2
Motor Cortex,cluster,SST+ CLIC6+ Layer 1-2 GABAergic Neuron,SST
Motor Cortex,cluster,SST+ CLIC6+ Layer 1-2 GABAergic Neuron,NDST4
Motor Cortex,cluster,SST+ CLIC6+ Layer 1-2 GABAergic Neuron,NEDD4
Motor Cortex,cluster,SST+ CLIC6+ Layer 1-2 GABAergic Neuron,SGCZ
Motor Cortex,cluster,SST+ CLIC6+ Layer 1-2 GABAergic Neuron,SYTL5
Motor Cortex,cluster,SST+ CLIC6+ Layer 1-2 GABAergic Neuron,FBN2
Motor Cortex,cluster,SST+ PRRT4+ Layer 1-2 GABAergic Neuron,ARHGAP10
Motor Cortex,cluster,SST+ PRRT4+ Layer 1-2 GABAergic Neuron,CALB1
Motor Cortex,cluster,SST+ PRRT4+ Layer 1-2 GABAergic Neuron,PRRT4
Motor Cortex,cluster,SST+ PRRT4+ Layer 1-2 GABAergic Neuron,SST
Motor Cortex,cluster,SST+ PRRT4+ Layer 1-2 GABAergic Neuron,HPGD
Motor Cortex,cluster,SST+ PRRT4+ Layer 1-2 GABAergic Neuron,ITPR2
Motor Cortex,cluster,SST+ PRRT4+ Layer 1-2 GABAergic Neuron,PDE4B
Motor Cortex,cluster,SST+ PRRT4+ Layer 1-2 GABAergic Neuron,STK32B
Motor Cortex,cluster,SST+ PRRT4+ Layer 1-2 GABAergic Neuron,ZNF385B
Motor Cortex,cluster,VIP+ EXPH5+ Layer 1-2 GABAergic Neuron,LINGO2
Motor Cortex,cluster,VIP+ EXPH5+ Layer 1-2 GABAergic Neuron,FLT1
Motor Cortex,cluster,VIP+ EXPH5+ Layer 1-2 GABAergic Neuron,SLC22A3
Motor Cortex,cluster,VIP+ EXPH5+ Layer 1-2 GABAergic Neuron,FAM19A2
Motor Cortex,cluster,VIP+ EXPH5+ Layer 1-2 GABAergic Neuron,EXPH5
Motor Cortex,cluster,VIP+ EXPH5+ Layer 1-2 GABAergic Neuron,ASIC4
Motor Cortex,cluster,VIP+ EXPH5+ Layer 1-2 GABAergic Neuron,BTBD11
Motor Cortex,cluster,VIP+ EXPH5+ Layer 1-2 GABAergic Neuron,VIP
Motor Cortex,cluster,VIP+ EXPH5+ Layer 1-2 GABAergic Neuron,ASIC2
Motor Cortex,cluster,VIP+ HTR3A+ Layer 1-2 GABAergic Neuron,INPP4B
Motor Cortex,cluster,VIP+ HTR3A+ Layer 1-2 GABAergic Neuron,NR2F2-AS1
Motor Cortex,cluster,VIP+ HTR3A+ Layer 1-2 GABAergic Neuron,EDNRA
Motor Cortex,cluster,VIP+ HTR3A+ Layer 1-2 GABAergic Neuron,COL4A4
Motor Cortex,cluster,VIP+ HTR3A+ Layer 1-2 GABAergic Neuron,VWA5B1
Motor Cortex,cluster,VIP+ HTR3A+ Layer 1-2 GABAergic Neuron,EDIL3
Motor Cortex,cluster,VIP+ HTR3A+ Layer 1-2 GABAergic Neuron,RXFP1
Motor Cortex,cluster,VIP+ HTR3A+ Layer 1-2 GABAergic Neuron,VIP
Motor Cortex,cluster,VIP+ HTR3A+ Layer 1-2 GABAergic Neuron,CSMD1
Motor Cortex,cluster,VIP+ PTGER3+ Layer 1-2 GABAergic Neuron,EDNRA
Motor Cortex,cluster,VIP+ PTGER3+ Layer 1-2 GABAergic Neuron,PROX1-AS1
Motor Cortex,cluster,VIP+ PTGER3+ Layer 1-2 GABAergic Neuron,PTGER3
Motor Cortex,cluster,VIP+ PTGER3+ Layer 1-2 GABAergic Neuron,NR2F2
Motor Cortex,cluster,VIP+ PTGER3+ Layer 1-2 GABAergic Neuron,VIP
Motor Cortex,cluster,VIP+ SCML4+ Layer 1-2 GABAergic Neuron,NR2F2-AS1
Motor Cortex,cluster,VIP+ SCML4+ Layer 1-2 GABAergic Neuron,NELL1
Motor Cortex,cluster,VIP+ SCML4+ Layer 1-2 GABAergic Neuron,CALB2
Motor Cortex,cluster,VIP+ SCML4+ Layer 1-2 GABAergic Neuron,KCNH8
Motor Cortex,cluster,VIP+ SCML4+ Layer 1-2 GABAergic Neuron,ADAMTS19
Motor Cortex,cluster,VIP+ SCML4+ Layer 1-2 GABAergic Neuron,NR2F2
Motor Cortex,cluster,VIP+ SCML4+ Layer 1-2 GABAergic Neuron,COL9A1
Motor Cortex,cluster,VIP+ SCML4+ Layer 1-2 GABAergic Neuron,SLC6A11
Motor Cortex,cluster,VIP+ SCML4+ Layer 1-2 GABAergic Neuron,VIP
Motor Cortex,cluster,VIP+ WNT4+ Layer 1-2 GABAergic Neuron,NECAB2
Motor Cortex,cluster,VIP+ WNT4+ Layer 1-2 GABAergic Neuron,CNR1
Motor Cortex,cluster,VIP+ WNT4+ Layer 1-2 GABAergic Neuron,GABRG1
Motor Cortex,cluster,VIP+ WNT4+ Layer 1-2 GABAergic Neuron,CFAP47
Motor Cortex,cluster,VIP+ WNT4+ Layer 1-2 GABAergic Neuron,CCK
Motor Cortex,cluster,VIP+ WNT4+ Layer 1-2 GABAergic Neuron,SORCS3
Motor Cortex,cluster,VIP+ WNT4+ Layer 1-2 GABAergic Neuron,VIP
Motor Cortex,cluster,VIP+ WNT4+ Layer 1-2 GABAergic Neuron,ROBO1
Motor Cortex,cluster,VIP+ WNT4+ Layer 1-2 GABAergic Neuron,WNT4
Motor Cortex,cluster,SST+ FAM20A+ Layer 1-3 GABAergic Neuron,LINGO2
Motor Cortex,cluster,SST+ FAM20A+ Layer 1-3 GABAergic Neuron,SST
Motor Cortex,cluster,SST+ FAM20A+ Layer 1-3 GABAergic Neuron,KIRREL3
Motor Cortex,cluster,SST+ FAM20A+ Layer 1-3 GABAergic Neuron,CDH12
Motor Cortex,cluster,SST+ FAM20A+ Layer 1-3 GABAergic Neuron,FAM20A
Motor Cortex,cluster,SST+ FAM20A+ Layer 1-3 GABAergic Neuron,NCAM2
Motor Cortex,cluster,SST+ FAM20A+ Layer 1-3 GABAergic Neuron,SYTL5
Motor Cortex,cluster,SST+ FAM20A+ Layer 1-3 GABAergic Neuron,TAC1
Motor Cortex,cluster,SST+ FAM20A+ Layer 1-3 GABAergic Neuron,SOX6
Motor Cortex,cluster,VIP+ CBLN1+ Layer 1-3 GABAergic Neuron,CBLN1
Motor Cortex,cluster,VIP+ CBLN1+ Layer 1-3 GABAergic Neuron,LINC01322
Motor Cortex,cluster,VIP+ CBLN1+ Layer 1-3 GABAergic Neuron,HTR2C
Motor Cortex,cluster,VIP+ CBLN1+ Layer 1-3 GABAergic Neuron,SOX2-OT
Motor Cortex,cluster,VIP+ CBLN1+ Layer 1-3 GABAergic Neuron,TAC3
Motor Cortex,cluster,VIP+ CBLN1+ Layer 1-3 GABAergic Neuron,VIP
Motor Cortex,cluster,VIP+ CBLN1+ Layer 1-3 GABAergic Neuron,SHISA8
Motor Cortex,cluster,VIP+ CBLN1+ Layer 1-3 GABAergic Neuron,SOX5
Motor Cortex,cluster,VIP+ CBLN1+ Layer 1-3 GABAergic Neuron,ZBTB20
Motor Cortex,cluster,VIP+ CHRNA2+ Layer 1-3 GABAergic Neuron,CHRNA2
Motor Cortex,cluster,VIP+ CHRNA2+ Layer 1-3 GABAergic Neuron,CNTNAP4
Motor Cortex,cluster,VIP+ CHRNA2+ Layer 1-3 GABAergic Neuron,DPP6
Motor Cortex,cluster,VIP+ CHRNA2+ Layer 1-3 GABAergic Neuron,CALB2
