celltype,metaprogram_description,gene
MACROPHAGES,MAC3,MARCKS
MACROPHAGES,MYC/Mitochondria,PDCD5
MACROPHAGES,Unfolded-protein-response,HMOX1
MACROPHAGES,Respiration,COX6C
MACROPHAGES,Lipid-associated,CCL3
MACROPHAGES,Monocyte/Secreted,AQP9
MACROPHAGES,Cell-cycle,TUBB4B
MACROPHAGES,Interferon,TNFSF13B
MACROPHAGES,MES/Glycolysis,RALA
MACROPHAGES,MAC1,HCK
MACROPHAGES,Stress/HSP,FKBP4
MACROPHAGES,MAC2,UBASH3B
MACROPHAGES,Proteasomal-degradation,HSP90B1
MACROPHAGES,MAC3,MAFB
MACROPHAGES,MYC/Mitochondria,HNRNPAB
MACROPHAGES,Unfolded-protein-response,DDIT3
MACROPHAGES,Respiration,ATP5I
MACROPHAGES,Lipid-associated,F13A1
MACROPHAGES,Monocyte/Secreted,PPP1R15A
MACROPHAGES,Cell-cycle,H4C3
MACROPHAGES,Interferon,RARRES3
MACROPHAGES,MES/Glycolysis,SLC2A1
MACROPHAGES,MAC1,VAMP5
MACROPHAGES,Stress/HSP,PMAIP1
MACROPHAGES,MAC2,HDDC2
MACROPHAGES,Proteasomal-degradation,CD9
MACROPHAGES,MAC3,FAM26F
MACROPHAGES,MYC/Mitochondria,PRMT1
MACROPHAGES,Unfolded-protein-response,CALU
MACROPHAGES,Respiration,HMOX1
B_CELLS,Plasma,DERL3
B_CELLS,MHC-II,HLA-DPB1
B_CELLS,Cell-cycle,HMGB2
B_CELLS,Stress,CD69
B_CELLS,Memory,CRIP1
B_CELLS,Metabolism/MYC,PSME2
B_CELLS,Germinal Center,LRMP
B_CELLS,Interferon,MX1
B_CELLS,Progenitor,SOX4
B_CELLS,B-cells1,NKTR
B_CELLS,Respiration,PPIB
B_CELLS,HSP/Stress,CACYBP
B_CELLS,Plasma,MZB1
B_CELLS,MHC-II,HLA-DRA
B_CELLS,Cell-cycle,STMN1
B_CELLS,Stress,FOS
B_CELLS,Memory,TNFRSF13B
B_CELLS,Metabolism/MYC,ENO1
B_CELLS,Germinal Center,NEIL1
B_CELLS,Interferon,PLSCR1
B_CELLS,Progenitor,VPREB1
B_CELLS,B-cells1,ARGLU1
B_CELLS,Respiration,H2AFZ
B_CELLS,HSP/Stress,HSPA1B
B_CELLS,Plasma,JCHAIN
B_CELLS,MHC-II,HLA-DRB1
B_CELLS,Cell-cycle,TUBA1B
B_CELLS,Stress,JUN
B_CELLS,Memory,CAPG
B_CELLS,Metabolism/MYC,LDHA
B_CELLS,Germinal Center,TCL1A
B_CELLS,Interferon,SAMD9L
B_CELLS,Progenitor,CD9
B_CELLS,B-cells1,ATM
B_CELLS,Respiration,JCHAIN
B_CELLS,HSP/Stress,CD69
B_CELLS,Plasma,PRDX4
B_CELLS,MHC-II,LAPTM5
B_CELLS,Cell-cycle,TUBB
B_CELLS,Stress,CD83
B_CELLS,Memory,ITGB1
B_CELLS,Metabolism/MYC,NME1
B_CELLS,Germinal Center,MARCKSL1
B_CELLS,Interferon,GBP1
B_CELLS,Progenitor,IGLL1
B_CELLS,B-cells1,RBM6
B_CELLS,Respiration,ATP5G3
B_CELLS,HSP/Stress,DNAJB1
B_CELLS,Plasma,XBP1
B_CELLS,MHC-II,HLA-DPA1
B_CELLS,Cell-cycle,HMGN2
B_CELLS,Stress,NR4A2
B_CELLS,Memory,CD99
B_CELLS,Metabolism/MYC,RANBP1
B_CELLS,Germinal Center,RGS13
B_CELLS,Interferon,GBP4
B_CELLS,Progenitor,CD24
B_CELLS,B-cells1,ARID1B
B_CELLS,Respiration,COX7B
B_CELLS,HSP/Stress,HSPB1
B_CELLS,Plasma,SEC11C
B_CELLS,MHC-II,LTB
B_CELLS,Cell-cycle,PTTG1
B_CELLS,Stress,FOSB
B_CELLS,Memory,S100A4
B_CELLS,Metabolism/MYC,TUBB
B_CELLS,Germinal Center,RFTN1
B_CELLS,Interferon,IFI6
B_CELLS,Progenitor,MZB1
B_CELLS,B-cells1,ATRX
B_CELLS,Respiration,HMGB1
B_CELLS,HSP/Stress,NR4A1
B_CELLS,Plasma,FKBP11
B_CELLS,MHC-II,HLA-DQB1
B_CELLS,Cell-cycle,DUT
B_CELLS,Stress,IGHD
B_CELLS,Memory,ACP5
B_CELLS,Metabolism/MYC,C1QBP
B_CELLS,Germinal Center,BASP1
B_CELLS,Interferon,IFIT2
B_CELLS,Progenitor,SNHG7
B_CELLS,B-cells1,BDP1
B_CELLS,Respiration,RAN
B_CELLS,HSP/Stress,DEDD2
B_CELLS,Plasma,FKBP2
B_CELLS,MHC-II,HLA-DQA1
B_CELLS,Cell-cycle,NUSAP1
B_CELLS,Stress,IGHM
B_CELLS,Memory,CD82
B_CELLS,Metabolism/MYC,EIF5A
B_CELLS,Germinal Center,HMCES
B_CELLS,Interferon,IFIT3
B_CELLS,Progenitor,STMN1
B_CELLS,B-cells1,BPTF
B_CELLS,Respiration,CYCS
B_CELLS,HSP/Stress,FKBP4
B_CELLS,Plasma,IGHG3
B_CELLS,MHC-II,MS4A1
B_CELLS,Cell-cycle,H2AFZ
B_CELLS,Stress,DUSP1
B_CELLS,Memory,CLECL1
B_CELLS,Metabolism/MYC,NHP2
B_CELLS,Germinal Center,BCL7A
B_CELLS,Interferon,ISG15
B_CELLS,Progenitor,NEIL1
B_CELLS,B-cells1,MDM4
B_CELLS,Respiration,HSPE1
B_CELLS,HSP/Stress,HSPA1A
B_CELLS,Plasma,IGHG1
B_CELLS,MHC-II,CD52
B_CELLS,Cell-cycle,PCNA
B_CELLS,Stress,FCER2
B_CELLS,Memory,HCST
B_CELLS,Metabolism/MYC,PKM
B_CELLS,Germinal Center,LCP1
B_CELLS,Interferon,MX2
B_CELLS,Progenitor,VPREB3
B_CELLS,B-cells1,NEAT1
B_CELLS,Respiration,LGALS1
B_CELLS,HSP/Stress,HSPA6
B_CELLS,Plasma,ITM2C
B_CELLS,MHC-II,CD37
B_CELLS,Cell-cycle,HMGA1
B_CELLS,Stress,FOXP1
B_CELLS,Memory,SCIMP
B_CELLS,Metabolism/MYC,PRDX1
B_CELLS,Germinal Center,LPP
B_CELLS,Interferon,OAS1
B_CELLS,Progenitor,CD38
B_CELLS,B-cells1,PARP14
B_CELLS,Respiration,PDIA6
B_CELLS,HSP/Stress,HSPD1
B_CELLS,Plasma,IGKC
B_CELLS,MHC-II,COTL1
B_CELLS,Cell-cycle,PCLAF
B_CELLS,Stress,TCL1A
B_CELLS,Memory,ANXA2
B_CELLS,Metabolism/MYC,RAN
B_CELLS,Germinal Center,UBE2J1
B_CELLS,Interferon,PARP9
B_CELLS,Progenitor,PCDH9
B_CELLS,B-cells1,SEL1L3
B_CELLS,Respiration,PPIA
B_CELLS,HSP/Stress,CCR7
B_CELLS,Plasma,IGLC2
B_CELLS,MHC-II,CORO1A
B_CELLS,Cell-cycle,CKS1B
B_CELLS,Stress,ZNF331
B_CELLS,Memory,COTL1
B_CELLS,Metabolism/MYC,FABP5
B_CELLS,Germinal Center,PRDX6
B_CELLS,Interferon,TNFSF10
B_CELLS,Progenitor,CCDC191
B_CELLS,B-cells1,SYNE2
B_CELLS,Respiration,SNRPD2
B_CELLS,HSP/Stress,CHORDC1
B_CELLS,Plasma,IGLC3
B_CELLS,MHC-II,BANK1
B_CELLS,Cell-cycle,RANBP1
B_CELLS,Stress,ZFP36
B_CELLS,Memory,CTSH
B_CELLS,Metabolism/MYC,SNRPD1
B_CELLS,Germinal Center,SYNE2
B_CELLS,Interferon,CMPK2
B_CELLS,Progenitor,CMTM7
B_CELLS,B-cells1,ZNF292
B_CELLS,Respiration,SNRPG
B_CELLS,HSP/Stress,DNAJA1
B_CELLS,Plasma,HSP90B1
B_CELLS,MHC-II,CD69
B_CELLS,Cell-cycle,SMC4
B_CELLS,Stress,GPR183
B_CELLS,Memory,VIM
B_CELLS,Metabolism/MYC,VDAC1
B_CELLS,Germinal Center,CD22
B_CELLS,Interferon,IFI35
B_CELLS,Progenitor,DNTT
B_CELLS,B-cells1,ASH1L
B_CELLS,Respiration,ATP5I
B_CELLS,HSP/Stress,EGR1
B_CELLS,Plasma,IGHA1
B_CELLS,MHC-II,HLA-DMB
B_CELLS,Cell-cycle,HMGB1
B_CELLS,Stress,CD55
B_CELLS,Memory,CD27
B_CELLS,Metabolism/MYC,HSPD1
B_CELLS,Germinal Center,FAM3C
B_CELLS,Interferon,IFIT1
B_CELLS,Progenitor,GAPDH
B_CELLS,B-cells1,ATF7IP
B_CELLS,Respiration,ATP5J2
B_CELLS,HSP/Stress,EGR3
B_CELLS,Plasma,SSR4
B_CELLS,MHC-II,CXCR4
B_CELLS,Cell-cycle,TK1
B_CELLS,Stress,FCMR
B_CELLS,Memory,LGALS1
B_CELLS,Metabolism/MYC,PPA1
B_CELLS,Germinal Center,HOPX
B_CELLS,Interferon,IRF7
B_CELLS,Progenitor,H1FX
B_CELLS,B-cells1,BIRC3
B_CELLS,Respiration,CHCHD2
B_CELLS,HSP/Stress,HSP90AA1
B_CELLS,Plasma,IGHG4
B_CELLS,MHC-II,SMIM14
B_CELLS,Cell-cycle,MKI67
B_CELLS,Stress,JUNB
B_CELLS,Memory,PLP2
B_CELLS,Metabolism/MYC,SNRPE
B_CELLS,Germinal Center,CCDC144A
B_CELLS,Interferon,PARP14
B_CELLS,Progenitor,MME
B_CELLS,B-cells1,CD22
B_CELLS,Respiration,COX6C
B_CELLS,HSP/Stress,HSP90AB1
B_CELLS,Plasma,NUCB2
B_CELLS,MHC-II,CD53
B_CELLS,Cell-cycle,LDHA
B_CELLS,Stress,RGS2
B_CELLS,Memory,CCDC50
B_CELLS,Metabolism/MYC,PA2G4
B_CELLS,Germinal Center,KLHL6
B_CELLS,Interferon,SAMD9
B_CELLS,Progenitor,NSMCE1
B_CELLS,B-cells1,CLEC2D
B_CELLS,Respiration,DBI
B_CELLS,HSP/Stress,HSPE1
B_CELLS,Plasma,SPCS3
B_CELLS,MHC-II,LIMD2
B_CELLS,Cell-cycle,TYMS
B_CELLS,Stress,YPEL5
B_CELLS,Memory,FCRL5
B_CELLS,Metabolism/MYC,RPL22L1
B_CELLS,Germinal Center,PARP1
B_CELLS,Interferon,STAT1
B_CELLS,Progenitor,SSBP2
B_CELLS,B-cells1,CTNNB1
B_CELLS,Respiration,GLRX
B_CELLS,HSP/Stress,HSPH1
B_CELLS,Plasma,MANF
B_CELLS,MHC-II,ARHGDIB
B_CELLS,Cell-cycle,TOP2A
B_CELLS,Stress,CCR7
B_CELLS,Memory,NEAT1
B_CELLS,Metabolism/MYC,SNRPF
B_CELLS,Germinal Center,PRPSAP2
B_CELLS,Interferon,TRIM22
B_CELLS,Progenitor,TCL1A
B_CELLS,B-cells1,FTX
B_CELLS,Respiration,IGHA1
B_CELLS,HSP/Stress,JUN
B_CELLS,Plasma,SSR3
B_CELLS,MHC-II,HLA-DMA
B_CELLS,Cell-cycle,H4C3
B_CELLS,Stress,LINC00926
B_CELLS,Memory,S100A11
B_CELLS,Metabolism/MYC,TUBA1B
B_CELLS,Germinal Center,ABRACL
B_CELLS,Interferon,UBE2L6
B_CELLS,Progenitor,TOP2B
B_CELLS,B-cells1,HNRNPH1
B_CELLS,Respiration,LSM3
B_CELLS,HSP/Stress,KLF6
B_CELLS,Plasma,SDF2L1
B_CELLS,MHC-II,BTG1
B_CELLS,Cell-cycle,HIST1H4C
B_CELLS,Stress,RHOH
B_CELLS,Memory,S100A10
B_CELLS,Metabolism/MYC,CCT3
B_CELLS,Germinal Center,CD40
B_CELLS,Interferon,USP18
B_CELLS,Progenitor,YBX3
B_CELLS,B-cells1,ITSN2
B_CELLS,Respiration,NDUFS5
B_CELLS,HSP/Stress,MRPL18
B_CELLS,Plasma,MYDGF
B_CELLS,MHC-II,CD48
B_CELLS,Cell-cycle,RAN
B_CELLS,Stress,IER2
B_CELLS,Memory,UBE2N
B_CELLS,Metabolism/MYC,DDX21
B_CELLS,Germinal Center,CD79B
B_CELLS,Interferon,XAF1
B_CELLS,Progenitor,ARPP21
B_CELLS,B-cells1,KMT2A
B_CELLS,Respiration,NOP10
B_CELLS,HSP/Stress,MYC
B_CELLS,Plasma,IGHG2
B_CELLS,MHC-II,SELL
B_CELLS,Cell-cycle,TCL1A
B_CELLS,Stress,SELL
B_CELLS,Memory,AIM2
B_CELLS,Metabolism/MYC,EIF4A1
B_CELLS,Germinal Center,DBI
B_CELLS,Interferon,APOL6
B_CELLS,Progenitor,BACH2
B_CELLS,B-cells1,LNPEP
B_CELLS,Respiration,NPM1
B_CELLS,HSP/Stress,NFKBID
B_CELLS,Plasma,PPIB
B_CELLS,MHC-II,TXNIP
B_CELLS,Cell-cycle,UBE2C
B_CELLS,Stress,SLC2A3
B_CELLS,Memory,EMP3
B_CELLS,Metabolism/MYC,HMGA1
B_CELLS,Germinal Center,GCHFR
B_CELLS,Interferon,BST2
B_CELLS,Progenitor,BCL7A
B_CELLS,B-cells1,MBNL1
B_CELLS,Respiration,POLR2L
B_CELLS,HSP/Stress,SLBP
B_CELLS,Plasma,SPCS1
B_CELLS,MHC-II,VPREB3
B_CELLS,Cell-cycle,ENO1
B_CELLS,Stress,BIRC3
B_CELLS,Memory,S100A6
B_CELLS,Metabolism/MYC,IMPDH2
B_CELLS,Germinal Center,LAT2
B_CELLS,Interferon,HERC5
B_CELLS,Progenitor,CDC25B
B_CELLS,B-cells1,PCSK7
B_CELLS,Respiration,PRDX1
B_CELLS,HSP/Stress,STIP1
B_CELLS,Plasma,IGHA2
B_CELLS,MHC-II,CD79B
B_CELLS,Cell-cycle,H2AZ1
B_CELLS,Stress,BTG2
B_CELLS,Memory,ARPC1B
B_CELLS,Metabolism/MYC,LDHB
B_CELLS,Germinal Center,LMO2
B_CELLS,Interferon,IFI44
B_CELLS,Progenitor,EBF1
B_CELLS,B-cells1,PSMA3-AS1
B_CELLS,Respiration,PSME2
B_CELLS,HSP/Stress,TAF7
B_CELLS,Plasma,HSPA5
B_CELLS,MHC-II,CD83
B_CELLS,Cell-cycle,CENPM
B_CELLS,Stress,LY9
B_CELLS,Memory,LSP1
B_CELLS,Metabolism/MYC,PRMT1
B_CELLS,Germinal Center,POU2AF1
B_CELLS,Interferon,IFI44L
B_CELLS,Progenitor,GLRX
B_CELLS,B-cells1,RSRP1
B_CELLS,Respiration,SEC61B
B_CELLS,HSP/Stress,UBC
B_CELLS,Plasma,CD63
B_CELLS,MHC-II,ACTB
B_CELLS,Cell-cycle,SLC25A5
B_CELLS,Stress,IL4R
B_CELLS,Memory,PTPN1
B_CELLS,Metabolism/MYC,PSMB3
B_CELLS,Germinal Center,RGS1
B_CELLS,Interferon,NT5C3A
B_CELLS,Progenitor,HMGB2
B_CELLS,B-cells1,SFPQ
B_CELLS,Respiration,SSR3
B_CELLS,HSP/Stress,ZFAND2A
B_CELLS,Plasma,LMAN1
B_CELLS,MHC-II,HLA-DRB5
B_CELLS,Cell-cycle,MCM7
B_CELLS,Stress,ZFP36L2
B_CELLS,Memory,RGS1
B_CELLS,Metabolism/MYC,CALR
B_CELLS,Germinal Center,TMEM123
B_CELLS,Interferon,OAS3
B_CELLS,Progenitor,MLXIP
B_CELLS,B-cells1,STX7
B_CELLS,Respiration,COX6B1
B_CELLS,HSP/Stress,PMAIP1
B_CELLS,Plasma,IGHGP
B_CELLS,MHC-II,ZFAS1
B_CELLS,Cell-cycle,SNRPD1
B_CELLS,Stress,CLEC2D
B_CELLS,Memory,EVI2B
B_CELLS,Metabolism/MYC,HSP90AB1
B_CELLS,Germinal Center,BCAS4
B_CELLS,Interferon,RABGAP1L
B_CELLS,Progenitor,MT1X
B_CELLS,B-cells1,TNRC6B
B_CELLS,Respiration,POMP
B_CELLS,HSP/Stress,CCL4
B_CELLS,Plasma,PDIA4
B_CELLS,MHC-II,PTPRC
B_CELLS,Cell-cycle,AURKB
B_CELLS,Stress,HVCN1
B_CELLS,Memory,GRN
B_CELLS,Metabolism/MYC,HSPE1
B_CELLS,Germinal Center,DAAM1
B_CELLS,Interferon,RNF213
B_CELLS,Progenitor,NIBAN3
B_CELLS,B-cells1,XIST
B_CELLS,Respiration,ATP5O
B_CELLS,HSP/Stress,UBB
B_CELLS,Plasma,HERPUD1
B_CELLS,MHC-II,ACTG1
B_CELLS,Cell-cycle,CDK1
B_CELLS,Stress,PPP1R15A
B_CELLS,Memory,IFI30
B_CELLS,Metabolism/MYC,NME2
B_CELLS,Germinal Center,GGA2
B_CELLS,Interferon,RSAD2
B_CELLS,Progenitor,RCSD1
B_CELLS,B-cells1,TTN
B_CELLS,Respiration,COX7A2
B_CELLS,HSP/Stress,NFKBIA
B_CELLS,Plasma,DNAJB9
B_CELLS,MHC-II,CD74
B_CELLS,Cell-cycle,DEK
B_CELLS,Stress,SNX2
B_CELLS,Memory,RGCC
B_CELLS,Metabolism/MYC,PGAM1
B_CELLS,Germinal Center,HMGA1
B_CELLS,Interferon,CHST12
B_CELLS,Progenitor,S1PR4
B_CELLS,B-cells1,C1ORF56
B_CELLS,Respiration,PTMA
B_CELLS,HSP/Stress,NUDC
B_CELLS,Plasma,ERLEC1
B_CELLS,MHC-II,MYL12A
B_CELLS,Cell-cycle,PKM
B_CELLS,Stress,AREG
B_CELLS,Memory,SRGN
B_CELLS,Metabolism/MYC,TPI1
B_CELLS,Germinal Center,HMGN1
B_CELLS,Interferon,EIF2AK2
B_CELLS,Progenitor,TKT
B_CELLS,B-cells1,RASGEF1B
B_CELLS,Respiration,CLIC1
B_CELLS,HSP/Stress,SLC5A3
B_CELLS,Plasma,RPN2
B_CELLS,MHC-II,REL
B_CELLS,Cell-cycle,TUBB4B
B_CELLS,Stress,DUSP2
B_CELLS,Memory,SUB1
B_CELLS,Metabolism/MYC,TXN
B_CELLS,Germinal Center,LCK
B_CELLS,Interferon,LY6E
B_CELLS,Progenitor,VDAC1
B_CELLS,B-cells1,ADAM19
B_CELLS,Respiration,BTF3
B_CELLS,HSP/Stress,AHSA1
B_CELLS,Plasma,SEC61B
B_CELLS,MHC-II,ARPC1B
B_CELLS,Cell-cycle,ANP32B
B_CELLS,Stress,GADD45B
B_CELLS,Memory,CAPZB
B_CELLS,Metabolism/MYC,ABRACL
B_CELLS,Germinal Center,MTF2
B_CELLS,Interferon,MNDA
B_CELLS,Progenitor,LDLRAD4
B_CELLS,B-cells1,B4GALT1
B_CELLS,Respiration,SSR2
B_CELLS,HSP/Stress,IGHA1
B_CELLS,Plasma,PDIA6
B_CELLS,MHC-II,SH3BGRL3
B_CELLS,Cell-cycle,ANP32E
B_CELLS,Stress,KLF2
B_CELLS,Memory,ENTPD1
B_CELLS,Metabolism/MYC,ATP5G1
B_CELLS,Germinal Center,P2RX5
B_CELLS,Interferon,NMI
B_CELLS,Progenitor,CCDC112
B_CELLS,B-cells1,FAM214A
B_CELLS,Respiration,ANXA2
B_CELLS,HSP/Stress,ANKRD12
B_CELLS,Plasma,SPCS2
B_CELLS,MHC-II,NAP1L1
B_CELLS,Cell-cycle,BIRC5
B_CELLS,Stress,KLF6
B_CELLS,Memory,GPR183
B_CELLS,Metabolism/MYC,NDUFAB1
B_CELLS,Germinal Center,RNGTT
B_CELLS,Interferon,IFITM1
B_CELLS,Progenitor,CD99
B_CELLS,B-cells1,PRDM2
B_CELLS,Respiration,TMSB10
B_CELLS,HSP/Stress,IER2
B_CELLS,Plasma,TMEM258
B_CELLS,MHC-II,RAC2
B_CELLS,Cell-cycle,CDKN3
B_CELLS,Stress,ADAM28
B_CELLS,Memory,IGHA1
B_CELLS,Metabolism/MYC,PSMA4
B_CELLS,Germinal Center,STAG3
B_CELLS,Interferon,ISG20
B_CELLS,Progenitor,RGS2
B_CELLS,B-cells1,PPP3CA
B_CELLS,Respiration,PPA1
B_CELLS,HSP/Stress,SMIM14
B_CELLS,Plasma,CRELD2
B_CELLS,MHC-II,STK17A
B_CELLS,Cell-cycle,CKS2
B_CELLS,Stress,CD72
B_CELLS,Memory,CD86
B_CELLS,Metabolism/MYC,SYNGR2
B_CELLS,Germinal Center,UCP2
B_CELLS,Interferon,LAP3
B_CELLS,Progenitor,ITM2C
B_CELLS,B-cells1,GOLGB1
B_CELLS,Respiration,TMA7
B_CELLS,HSP/Stress,HSPA8
B_CELLS,Plasma,RABAC1
B_CELLS,MHC-II,GPSM3
B_CELLS,Cell-cycle,H2AFV
B_CELLS,Stress,NFKBIA
B_CELLS,Memory,GSTK1
B_CELLS,Metabolism/MYC,TIMM13
B_CELLS,Germinal Center,JCHAIN
B_CELLS,Interferon,MT2A
B_CELLS,Progenitor,TRAM1
B_CELLS,B-cells1,CDC42SE1
B_CELLS,Respiration,NME1
B_CELLS,HSP/Stress,DUSP2
B_CELLS,Plasma,SDC1
B_CELLS,MHC-II,LY86
B_CELLS,Cell-cycle,KPNA2
B_CELLS,Stress,VPREB3
B_CELLS,Memory,HOPX
B_CELLS,Metabolism/MYC,APRT
B_CELLS,Germinal Center,SERPINA9
B_CELLS,Interferon,OAS2
B_CELLS,Progenitor,IGLL5
B_CELLS,B-cells1,TUT4
B_CELLS,Respiration,TXN
B_CELLS,HSP/Stress,FOS
B_CELLS,Plasma,KRTCAP2
B_CELLS,MHC-II,PFN1
B_CELLS,Cell-cycle,LRMP
B_CELLS,Stress,CD22
B_CELLS,Memory,IGFLR1
B_CELLS,Metabolism/MYC,CCT6A
B_CELLS,Germinal Center,CCDC88A
B_CELLS,Interferon,PPM1K
B_CELLS,Progenitor,UBE2J1
B_CELLS,B-cells1,IKZF3
B_CELLS,Respiration,ATP5J
B_CELLS,HSP/Stress,MIR155HG
B_CELLS,Plasma,PIM2
B_CELLS,MHC-II,GPR183
B_CELLS,Cell-cycle,RRM2
B_CELLS,Stress,CREM
B_CELLS,Memory,PLEK
B_CELLS,Metabolism/MYC,CD83
B_CELLS,Germinal Center,SUSD3
B_CELLS,Interferon,SLFN5
B_CELLS,Progenitor,PTPRE
B_CELLS,B-cells1,CDK13
B_CELLS,Respiration,UQCRH
B_CELLS,HSP/Stress,BCL2A1
B_CELLS,Plasma,TNFRSF17
B_CELLS,MHC-II,IFITM2
B_CELLS,Cell-cycle,ZWINT
B_CELLS,Stress,NR4A1
B_CELLS,Memory,BLK
B_CELLS,Metabolism/MYC,ERH
B_CELLS,Germinal Center,GRHPR
B_CELLS,Interferon,SOCS1
B_CELLS,Progenitor,CD72
B_CELLS,B-cells1,CCNL1
B_CELLS,Respiration,NDUFB3
B_CELLS,HSP/Stress,CD83
B_CELLS,Plasma,TMEM59
B_CELLS,MHC-II,JUNB
B_CELLS,Cell-cycle,GAPDH
B_CELLS,Stress,PHACTR1
B_CELLS,Memory,BHLHE41
B_CELLS,Metabolism/MYC,MIF
B_CELLS,Germinal Center,ACTG1
B_CELLS,Interferon,EPSTI1
B_CELLS,Progenitor,TP53INP1
B_CELLS,B-cells1,OGA
B_CELLS,Respiration,SUB1
B_CELLS,HSP/Stress,DDX5
B_CELLS,Plasma,VIMP
B_CELLS,MHC-II,LCP1
B_CELLS,Cell-cycle,SNRPF
B_CELLS,Stress,TSPAN13
B_CELLS,Memory,ISCU
B_CELLS,Metabolism/MYC,PRELID1
B_CELLS,Germinal Center,PPP2CA
B_CELLS,Interferon,TAP1
B_CELLS,Progenitor,TCF4
B_CELLS,B-cells1,SET
B_CELLS,Respiration,RPS7
B_CELLS,HSP/Stress,DNAJB4
B_CELLS,Plasma,P4HB
B_CELLS,MHC-II,TMSB4X
B_CELLS,Cell-cycle,H2AZ2
B_CELLS,Stress,VPS37B
B_CELLS,Memory,CXCR3
B_CELLS,Metabolism/MYC,HNRNPAB
B_CELLS,Germinal Center,CPNE3
B_CELLS,Interferon,DYNLT1
B_CELLS,Progenitor,TMEM243
B_CELLS,B-cells1,ANKRD11
B_CELLS,Respiration,HN1
B_CELLS,HSP/Stress,IGHG1
CD4_T_CELLS,T_reg,IL2RA
CD4_T_CELLS,Naive1,ANXA1
CD4_T_CELLS,Cell_cycle,STMN1
CD4_T_CELLS,Cytotoxic,CCL5
CD4_T_CELLS,Dysfunction,NR3C1
CD4_T_CELLS,Interferon,ISG15
CD4_T_CELLS,Glycolysis/MYC,NME1
CD4_T_CELLS,Naive2,CCR7
CD4_T_CELLS,Unassigned,ARPC4
CD4_T_CELLS,Stress/HSP,DNAJB1
CD4_T_CELLS,T_reg,TNFRSF18
CD4_T_CELLS,Naive1,FOS
CD4_T_CELLS,Cell_cycle,TUBA1B
CD4_T_CELLS,Cytotoxic,GZMA
CD4_T_CELLS,Dysfunction,CXCL13
CD4_T_CELLS,Interferon,IFIT1
CD4_T_CELLS,Glycolysis/MYC,RANBP1
CD4_T_CELLS,Naive2,LEF1
CD4_T_CELLS,Unassigned,CKLF
CD4_T_CELLS,Stress/HSP,FKBP4
CD4_T_CELLS,T_reg,TNFRSF4
CD4_T_CELLS,Naive1,CD69
CD4_T_CELLS,Cell_cycle,TUBB
CD4_T_CELLS,Cytotoxic,CCL4
CD4_T_CELLS,Dysfunction,FKBP5
CD4_T_CELLS,Interferon,MX1
CD4_T_CELLS,Glycolysis/MYC,CCT5
CD4_T_CELLS,Naive2,MAL
CD4_T_CELLS,Unassigned,LGALS1
CD4_T_CELLS,Stress/HSP,DNAJA4
CD4_T_CELLS,T_reg,TIGIT
CD4_T_CELLS,Naive1,CCR7
CD4_T_CELLS,Cell_cycle,NUSAP1
CD4_T_CELLS,Cytotoxic,ID2
CD4_T_CELLS,Dysfunction,ITM2A
CD4_T_CELLS,Interferon,RSAD2
CD4_T_CELLS,Glycolysis/MYC,EIF5A
CD4_T_CELLS,Naive2,SELL
CD4_T_CELLS,Unassigned,ALOX5AP
CD4_T_CELLS,Stress/HSP,HSPA1B
CD4_T_CELLS,T_reg,BATF
CD4_T_CELLS,Naive1,GPR183
CD4_T_CELLS,Cell_cycle,HMGB2
CD4_T_CELLS,Cytotoxic,CST7
CD4_T_CELLS,Dysfunction,RNF19A
CD4_T_CELLS,Interferon,IFI44L
CD4_T_CELLS,Glycolysis/MYC,FABP5
CD4_T_CELLS,Naive2,KLF2
CD4_T_CELLS,Unassigned,CAP1
CD4_T_CELLS,Stress/HSP,HSPD1
CD4_T_CELLS,T_reg,CD27
CD4_T_CELLS,Naive1,KLRB1
CD4_T_CELLS,Cell_cycle,CKS1B
CD4_T_CELLS,Cytotoxic,GZMB
CD4_T_CELLS,Dysfunction,ICA1
CD4_T_CELLS,Interferon,CMPK2
CD4_T_CELLS,Glycolysis/MYC,C1QBP
CD4_T_CELLS,Naive2,MYC
CD4_T_CELLS,Unassigned,LTB
CD4_T_CELLS,Stress/HSP,HSPH1
CD4_T_CELLS,T_reg,CARD16
CD4_T_CELLS,Naive1,IL7R
CD4_T_CELLS,Cell_cycle,TYMS
CD4_T_CELLS,Cytotoxic,GZMH
CD4_T_CELLS,Dysfunction,SH2D1A
CD4_T_CELLS,Interferon,HERC5
CD4_T_CELLS,Glycolysis/MYC,NHP2
CD4_T_CELLS,Naive2,NOSIP
CD4_T_CELLS,Unassigned,S100A4
CD4_T_CELLS,Stress/HSP,ZFAND2A
CD4_T_CELLS,T_reg,FOXP3
CD4_T_CELLS,Naive1,GIMAP7
CD4_T_CELLS,Cell_cycle,UBE2C
CD4_T_CELLS,Cytotoxic,ALOX5AP
CD4_T_CELLS,Dysfunction,TIGIT
CD4_T_CELLS,Interferon,IFIT2
CD4_T_CELLS,Glycolysis/MYC,PDCD5
CD4_T_CELLS,Naive2,C6ORF48
CD4_T_CELLS,Unassigned,CORO1B
CD4_T_CELLS,Stress/HSP,AHSA1
CD4_T_CELLS,T_reg,CTLA4
CD4_T_CELLS,Naive1,CXCR4
CD4_T_CELLS,Cell_cycle,MKI67
CD4_T_CELLS,Cytotoxic,NKG7
CD4_T_CELLS,Dysfunction,PPP1CC
